Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,-1.7388614452406246,19,PTM-SEA,0.5263157894736842,3,TK,FAK,FAK,PTK2
MAP2K7,0,21,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,-13.421011609479837,14,PTM-SEA,0.6578947368421053,3,TK,JAKA,JAKA,JAK2
MAP3K6,0,21,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,23.326117315423385,11,PTM-SEA,0.7368421052631579,3,TK,ABL,ABL,ABL1
EGFR,18.616674765974484,13,PTM-SEA,0.6842105263157895,3,TK,EGFR,EGFR,EGFR
INSR,26.348500730590764,8,PTM-SEA,0.8157894736842105,4,TK,INSR,INSR,INSR
LCK,-4.61283162264931,17,PTM-SEA,0.5789473684210527,3,TK,SRC,SRCB,LCK
FYN,4.908001051175637,16,PTM-SEA,0.6052631578947368,3,TK,SRC,SRCA,FYN
YES1,0,21,PTM-SEA,0,1,TK,SRC,SRCA,YES1
LYN,-0.5083333333333313,20,PTM-SEA,0.5,3,TK,SRC,SRCB,LYN
RET,25.776469581647653,10,PTM-SEA,0.7631578947368421,4,TK,RET,RET,RET
IGF1R,0,21,PTM-SEA,0,1,TK,INSR,INSR,IGF1R
MET,25.99571689747997,9,PTM-SEA,0.7894736842105263,4,TK,MET,MET,MET
PDGFRB,39.79887616287084,3,PTM-SEA,0.9473684210526315,4,TK,PDGFR,PDGFR,PDGFRB
FGR,0,21,PTM-SEA,0,1,TK,SRC,SRCA,FGR
SRC,7.1502860281935705,15,PTM-SEA,0.631578947368421,3,TK,SRC,SRCA,SRC
FLT1,0,21,PTM-SEA,0,1,TK,VEGFR,VEGFR,FLT1
FGFR3,0,21,PTM-SEA,0,1,TK,FGFR,FGFR,FGFR3
JAK1,28.909860989809058,7,PTM-SEA,0.8421052631578947,4,TK,JAKA,JAKA,JAK1
TYK2,0,21,PTM-SEA,0,1,TK,JAKA,JAKA,TYK2
FLT4,0,21,PTM-SEA,0,1,TK,VEGFR,VEGFR,FLT4
KDR,52.113254018226066,1,PTM-SEA,1,4,TK,VEGFR,VEGFR,KDR
MAP2K2,0,21,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K2
CSK,0,21,PTM-SEA,0,1,TK,CSK,CSK,CSK
SYK,43.27984940355499,2,PTM-SEA,0.9736842105263158,4,TK,SYK,SYK,SYK
MAP2K4,29.278402506419017,6,PTM-SEA,0.868421052631579,4,STE,STE7,MEK4,MAP2K4
MAP2K3,0,21,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
BMX,32.53333333333333,5,PTM-SEA,0.8947368421052632,4,TK,TEC,TEC,BMX
MAP2K6,0,21,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
EPHA4,0,21,PTM-SEA,0,1,TK,EPH,EPH,EPHA4
MAP2K1,-20.743050823688954,12,PTM-SEA,0.7105263157894737,3,STE,STE7,MEK1,MAP2K1
MST1R,0,21,PTM-SEA,0,1,TK,MET,MET,MST1R
ITK,-38.79731805172709,4,PTM-SEA,0.9210526315789473,4,TK,TEC,TEC,ITK
DYRK1A,0,21,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PTK6,2.6507640200607785,18,PTM-SEA,0.5526315789473685,3,TK,SRC,SRM,PTK6
ERBB4,0,21,PTM-SEA,0,1,TK,EGFR,EGFR,ERBB4
MAP3K5,0,21,PTM-SEA,0,1,STE,STE11,ASK,MAP3K5
ALK,0,21,PTM-SEA,0,1,TK,ALK,ALK,ALK
AAK1,261,259,KEA3,0.13428571428571429,1,OTHER,NAK,BIKE,AAK1
ABL1,57,40,KEA3,0.8742857142857143,4,TK,ABL,ABL,ABL1
ABL2,91.33333333333333,88,KEA3,0.7228571428571429,3,TK,ABL,ABL,ABL2
ACVR1,181,190,KEA3,0.37142857142857144,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,211,218,KEA3,0.2714285714285714,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,10,5,KEA3,0.9885714285714285,4,TKL,STKR,TYPE2,ACVR2B
AKT1,70,52,KEA3,0.8342857142857143,4,AGC,AKT,AKT,AKT1
AKT2,107.66666666666667,112,KEA3,0.6428571428571429,3,AGC,AKT,AKT,AKT2
AKT3,206,213,KEA3,0.2885714285714286,2,AGC,AKT,AKT,AKT3
ALK,65,46,KEA3,0.8571428571428571,4,TK,ALK,ALK,ALK
ARAF,49,30,KEA3,0.9114285714285715,4,TKL,RAF,RAF,ARAF
ATM,108,113,KEA3,0.64,3,ATYPICAL,PIKK,ATM,ATM
ATR,90.66666666666667,86,KEA3,0.7285714285714285,3,ATYPICAL,PIKK,ATR,ATR
AURKA,124,136,KEA3,0.5542857142857143,3,OTHER,AUR,AUR,AURKA
AURKB,65.33333333333333,47,KEA3,0.8485714285714285,4,OTHER,AUR,AUR,AURKB
AURKC,185,194,KEA3,0.35714285714285715,2,OTHER,AUR,AUR,AURKC
AXL,166,181,KEA3,0.40285714285714286,2,TK,AXL,AXL,AXL
BLK,259.5,257,KEA3,0.14,1,TK,SRC,SRCB,BLK
BMP2K,325,293,KEA3,0.03428571428571429,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,125,138,KEA3,0.5485714285714286,3,TKL,STKR,TYPE1,BMPR1A
BMPR1B,104,105,KEA3,0.6714285714285714,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,197,207,KEA3,0.3142857142857143,2,TKL,STKR,TYPE2,BMPR2
