Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,0,20,PTM-SEA,0,1,TK,FAK,FAK,PTK2
MAP2K7,0,20,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,29.17895924812796,9,PTM-SEA,0.7714285714285715,4,TK,JAKA,JAKA,JAK2
MAP3K6,0,20,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,10.281361508795715,15,PTM-SEA,0.6,3,TK,ABL,ABL,ABL1
EGFR,31.604867488765883,5,PTM-SEA,0.8857142857142857,4,TK,EGFR,EGFR,EGFR
INSR,21.567787584147872,10,PTM-SEA,0.7428571428571429,3,TK,INSR,INSR,INSR
LCK,-41.87737943522788,2,PTM-SEA,0.9714285714285714,4,TK,SRC,SRCB,LCK
FYN,-33.44389672928834,4,PTM-SEA,0.9142857142857143,4,TK,SRC,SRCA,FYN
LYN,34.41059452858775,3,PTM-SEA,0.9428571428571428,4,TK,SRC,SRCB,LYN
RET,10.111719476069506,16,PTM-SEA,0.5714285714285714,3,TK,RET,RET,RET
IGF1R,0,20,PTM-SEA,0,1,TK,INSR,INSR,IGF1R
MET,0,20,PTM-SEA,0,1,TK,MET,MET,MET
HCK,9.521346529802994,17,PTM-SEA,0.5142857142857142,3,TK,SRC,SRCB,HCK
PDGFRB,3.342081113584661,19,PTM-SEA,0.45714285714285713,2,TK,PDGFR,PDGFR,PDGFRB
SRC,29.925829750053378,8,PTM-SEA,0.8,4,TK,SRC,SRCA,SRC
FLT1,0,20,PTM-SEA,0,1,TK,VEGFR,VEGFR,FLT1
JAK1,-16.00588265134307,14,PTM-SEA,0.6285714285714286,3,TK,JAKA,JAKA,JAK1
TYK2,0,20,PTM-SEA,0,1,TK,JAKA,JAKA,TYK2
KDR,16.29162368383544,13,PTM-SEA,0.6571428571428571,3,TK,VEGFR,VEGFR,KDR
MAP2K2,0,20,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K2
CSK,45.04712587614517,1,PTM-SEA,1,4,TK,CSK,CSK,CSK
MATK,0,20,PTM-SEA,0,1,TK,CSK,CSK,MATK
ZAP70,9.521346529802994,17,PTM-SEA,0.5142857142857142,3,TK,SYK,SYK,ZAP70
SYK,5.692993000009583,18,PTM-SEA,0.4857142857142857,2,TK,SYK,SYK,SYK
MAP2K4,31.190147152528986,6,PTM-SEA,0.8571428571428571,4,STE,STE7,MEK4,MAP2K4
MAP2K3,0,20,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
MAP2K6,0,20,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
EPHA4,0,20,PTM-SEA,0,1,TK,EPH,EPH,EPHA4
MAP2K1,-19.51267381847946,12,PTM-SEA,0.6857142857142857,3,STE,STE7,MEK1,MAP2K1
ITK,-30.26289487542885,7,PTM-SEA,0.8285714285714286,4,TK,TEC,TEC,ITK
DYRK1A,0,20,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PTK6,21.366349690233807,11,PTM-SEA,0.7142857142857143,3,TK,SRC,SRM,PTK6
ERBB4,0,20,PTM-SEA,0,1,TK,EGFR,EGFR,ERBB4
MAP3K5,0,20,PTM-SEA,0,1,STE,STE11,ASK,MAP3K5
ALK,0,20,PTM-SEA,0,1,TK,ALK,ALK,ALK
AAK1,285,262,KEA3,0.08571428571428572,1,OTHER,NAK,BIKE,AAK1
ABL1,30,16,KEA3,0.9485714285714286,4,TK,ABL,ABL,ABL1
ABL2,96,91,KEA3,0.7028571428571428,3,TK,ABL,ABL,ABL2
ACVR1,138,153,KEA3,0.4828571428571429,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,214.5,215,KEA3,0.2542857142857143,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,19,7,KEA3,0.98,4,TKL,STKR,TYPE2,ACVR2B
AKT1,101,99,KEA3,0.6742857142857143,3,AGC,AKT,AKT,AKT1
AKT2,97,92,KEA3,0.6942857142857143,3,AGC,AKT,AKT,AKT2
AKT3,185,190,KEA3,0.34285714285714286,2,AGC,AKT,AKT,AKT3
ALK,23.5,11,KEA3,0.9628571428571429,4,TK,ALK,ALK,ALK
ARAF,34,18,KEA3,0.9428571428571428,4,TKL,RAF,RAF,ARAF
ATM,111.66666666666667,119,KEA3,0.6057142857142858,3,ATYPICAL,PIKK,ATM,ATM
ATR,98.66666666666667,96,KEA3,0.6828571428571428,3,ATYPICAL,PIKK,ATR,ATR
