Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,0.18841528798044926,40,PTM-SEA,0.26229508196721313,2,AGC,SGK,SGK,SGK1
PIK3C2A,0,41,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,61.01683995267512,7,PTM-SEA,0.9016393442622951,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,17.91564048445447,29,PTM-SEA,0.45901639344262296,2,OTHER,AUR,AUR,AURKA
DAPK3,0,41,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,9.460201392459417,35,PTM-SEA,0.36065573770491804,2,AGC,RSK,MSK,RPS6KA5
CHEK2,0,41,PTM-SEA,0,1,CAMK,RAD53,RAD53,CHEK2
RAF1,9.733424614414389,34,PTM-SEA,0.3770491803278688,2,TKL,RAF,RAF,RAF1
PRKCB,46.81415436059702,11,PTM-SEA,0.819672131147541,4,AGC,PKC,ALPHA,PRKCB
CDK1,70.6741950632227,3,PTM-SEA,0.9672131147540983,4,CMGC,CDK,CDC2,CDK1
ARAF,-18.451805649515546,28,PTM-SEA,0.47540983606557374,2,TKL,RAF,RAF,ARAF
PIM1,-20.527160623409365,27,PTM-SEA,0.5081967213114754,3,CAMK,PIM,PIM,PIM1
CDK4,49.83622642605745,10,PTM-SEA,0.8360655737704918,4,CMGC,CDK,CDK4,CDK4
SRC,0,41,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-18.451805649515546,28,PTM-SEA,0.47540983606557374,2,TKL,RAF,RAF,BRAF
PRKCA,21.018755032279227,26,PTM-SEA,0.5245901639344263,3,AGC,PKC,ALPHA,PRKCA
PRKACA,-43.51825347606569,13,PTM-SEA,0.7868852459016393,4,AGC,PKA,PKA,PRKACA
PRKACG,-21.719393889583646,24,PTM-SEA,0.5573770491803278,3,AGC,PKA,PKA,PRKACG
PRKACB,-21.719393889583646,24,PTM-SEA,0.5573770491803278,3,AGC,PKA,PKA,PRKACB
RPS6KB1,-23.702331675736538,23,PTM-SEA,0.6229508196721312,3,AGC,RSK,P70,RPS6KB1
CDK2,66.14372406451157,6,PTM-SEA,0.9180327868852459,4,CMGC,CDK,CDC2,CDK2
MAPK3,17.01722700435678,31,PTM-SEA,0.4262295081967213,2,CMGC,MAPK,ERK1,MAPK3
MAPK1,17.1878178404062,30,PTM-SEA,0.4426229508196721,2,CMGC,MAPK,ERK1,MAPK1
AKT1,-39.403213096875696,16,PTM-SEA,0.7377049180327869,3,AGC,AKT,AKT,AKT1
AKT2,-25.797136976232473,22,PTM-SEA,0.639344262295082,3,AGC,AKT,AKT,AKT2
MAP3K8,-1.767544194129524,39,PTM-SEA,0.2786885245901639,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,-21.719393889583646,24,PTM-SEA,0.5573770491803278,3,AGC,PKC,IOTA,PRKCI
MTOR,0,41,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,41,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,-1.767544194129524,39,PTM-SEA,0.2786885245901639,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-80.549697297596,1,PTM-SEA,1,4,CMGC,GSK,GSK,GSK3B
CDK9,56.56,8,PTM-SEA,0.8688524590163934,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,15.68150473335374,32,PTM-SEA,0.4098360655737705,2,AGC,RSK,RSK,RPS6KA3
NEK2,0,41,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,0,41,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-67.16905009544935,5,PTM-SEA,0.9344262295081968,4,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,0,41,PTM-SEA,0,1,CMGC,CK2,CK2,CSNK2A1
ATM,0,41,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,28.548956688022955,19,PTM-SEA,0.6885245901639344,3,OTHER,AUR,AUR,AURKB
CDK3,0,41,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,56.56,8,PTM-SEA,0.8688524590163934,4,CMGC,CDK,CDK4,CDK6
CDK5,69.61233378473743,4,PTM-SEA,0.9508196721311475,4,CMGC,CDK,CDK5,CDK5
PRKCE,-28.286728319620565,20,PTM-SEA,0.6721311475409836,3,AGC,PKC,ETA,PRKCE
PRKCQ,40.081908661423164,15,PTM-SEA,0.7540983606557377,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,6.290894107773295,38,PTM-SEA,0.3114754098360656,2,AGC,PKC,IOTA,PRKCZ
PRKCD,-31.686279967778642,18,PTM-SEA,0.7049180327868853,3,AGC,PKC,DELTA,PRKCD
PRKAA1,-8.23594375815105,36,PTM-SEA,0.3442622950819672,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,7.45279583856938,37,PTM-SEA,0.32786885245901637,2,STE,STE20,PAKA,PAK1
PRKG2,10.625346675562309,33,PTM-SEA,0.39344262295081966,2,AGC,PKG,PKG,PRKG2
ROCK1,0,41,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
