Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,0,33,PTM-SEA,0,1,AGC,SGK,SGK,SGK1
PIK3C2A,0,33,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,6.100054908772022,29,PTM-SEA,0.3898305084745763,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,-35.74961190287816,9,PTM-SEA,0.847457627118644,4,OTHER,AUR,AUR,AURKA
RPS6KA5,11.056669202273516,26,PTM-SEA,0.4406779661016949,2,AGC,RSK,MSK,RPS6KA5
CHEK2,26.583756754602042,13,PTM-SEA,0.7796610169491526,4,CAMK,RAD53,RAD53,CHEK2
RAF1,13.572450630405159,20,PTM-SEA,0.5423728813559322,3,TKL,RAF,RAF,RAF1
PRKCB,-67.15010754574836,1,PTM-SEA,1,4,AGC,PKC,ALPHA,PRKCB
CDK1,-27.8759530740491,12,PTM-SEA,0.7966101694915254,4,CMGC,CDK,CDC2,CDK1
ARAF,-1.7752122658367178,32,PTM-SEA,0.3050847457627119,2,TKL,RAF,RAF,ARAF
PIM1,18.394613849670204,17,PTM-SEA,0.5932203389830508,3,CAMK,PIM,PIM,PIM1
CDK4,-53.256513510993244,4,PTM-SEA,0.9491525423728814,4,CMGC,CDK,CDK4,CDK4
SRC,0,33,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-1.7752122658367178,32,PTM-SEA,0.3050847457627119,2,TKL,RAF,RAF,BRAF
PRKCA,11.862783352807092,24,PTM-SEA,0.4745762711864407,2,AGC,PKC,ALPHA,PRKCA
PRKACA,8.372925516390211,27,PTM-SEA,0.423728813559322,2,AGC,PKA,PKA,PRKACA
PRKACG,18.394613849670204,17,PTM-SEA,0.5932203389830508,3,AGC,PKA,PKA,PRKACG
PRKACB,18.394613849670204,17,PTM-SEA,0.5932203389830508,3,AGC,PKA,PKA,PRKACB
RPS6KB1,11.699257869301379,25,PTM-SEA,0.4576271186440678,2,AGC,RSK,P70,RPS6KB1
CDK2,-30.655854018545586,11,PTM-SEA,0.8135593220338984,4,CMGC,CDK,CDC2,CDK2
MAPK3,48.69768918445743,5,PTM-SEA,0.9322033898305084,4,CMGC,MAPK,ERK1,MAPK3
MAPK1,16.647952676126057,18,PTM-SEA,0.576271186440678,3,CMGC,MAPK,ERK1,MAPK1
AKT1,20.029903216234445,16,PTM-SEA,0.7288135593220338,3,AGC,AKT,AKT,AKT1
AKT2,-12.372231906541048,22,PTM-SEA,0.5084745762711864,3,AGC,AKT,AKT,AKT2
MAP3K8,0,33,PTM-SEA,0,1,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,18.394613849670204,17,PTM-SEA,0.5932203389830508,3,AGC,PKC,IOTA,PRKCI
MTOR,0,33,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,33,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,21.2658568456076,15,PTM-SEA,0.7457627118644068,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
CDK9,-37.92857142857143,8,PTM-SEA,0.864406779661017,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,-2.9586225502142263,31,PTM-SEA,0.3559322033898305,2,AGC,RSK,RSK,RPS6KA3
NEK2,0,33,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
PRKAA2,12.507289741505064,21,PTM-SEA,0.5254237288135594,3,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,0,33,PTM-SEA,0,1,CMGC,CK2,CK2,CSNK2A1
AURKB,11.907853904447993,23,PTM-SEA,0.4915254237288136,2,OTHER,AUR,AUR,AURKB
CDK3,0,33,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-37.92857142857143,8,PTM-SEA,0.864406779661017,4,CMGC,CDK,CDK4,CDK6
CDK5,-53.43945603831503,3,PTM-SEA,0.9661016949152542,4,CMGC,CDK,CDK5,CDK5
PRKCE,18.394613849670204,17,PTM-SEA,0.5932203389830508,3,AGC,PKC,ETA,PRKCE
PRKCQ,14.808618664141505,19,PTM-SEA,0.559322033898305,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,0,33,PTM-SEA,0,1,AGC,PKC,IOTA,PRKCZ
PRKCD,0,33,PTM-SEA,0,1,AGC,PKC,DELTA,PRKCD
PRKAA1,6.9288182846175905,28,PTM-SEA,0.4067796610169492,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,21.71799034275174,14,PTM-SEA,0.7627118644067796,4,STE,STE20,PAKA,PAK1
PRKG2,32.68180933700396,10,PTM-SEA,0.8305084745762712,4,AGC,PKG,PKG,PRKG2
ROCK1,0,33,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,0,33,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
PRKG1,-40.847022178480294,6,PTM-SEA,0.9152542372881356,4,AGC,PKG,PKG,PRKG1
PRKD1,18.394613849670204,17,PTM-SEA,0.5932203389830508,3,CAMK,PKD,PKD,PRKD1
RPS6KA2,38.28158020996852,7,PTM-SEA,0.8983050847457628,4,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-3.1565007589263514,30,PTM-SEA,0.3728813559322034,2,AGC,RSK,RSK,RPS6KA1
PKN1,60.357058495957304,2,PTM-SEA,0.9830508474576272,4,AGC,PKN,PKN,PKN1
MAPK14,0,33,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,18.394613849670204,17,PTM-SEA,0.5932203389830508,3,CAMK,PIM,PIM,PIM3
BRSK2,0,33,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,33,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
PLK3,0,33,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,33,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,18.394613849670204,17,PTM-SEA,0.5932203389830508,3,CAMK,PIM,PIM,PIM2
AKT3,-1.7752122658367178,32,PTM-SEA,0.3050847457627119,2,AGC,AKT,AKT,AKT3
AAK1,294,255,KEA3,0.10857142857142857,1,OTHER,NAK,BIKE,AAK1
ABL1,59.66666666666667,42,KEA3,0.8714285714285714,4,TK,ABL,ABL,ABL1
ABL2,142.33333333333334,144,KEA3,0.4828571428571429,2,TK,ABL,ABL,ABL2
ACVR1,112,104,KEA3,0.6257142857142857,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,169.5,171,KEA3,0.36857142857142855,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,213,197,KEA3,0.2885714285714286,2,TKL,STKR,TYPE2,ACVR2B
AKT1,25.333333333333332,10,KEA3,0.9742857142857143,4,AGC,AKT,AKT,AKT1
AKT2,82.66666666666667,69,KEA3,0.76,4,AGC,AKT,AKT,AKT2
AKT3,19,7,KEA3,0.9828571428571429,4,AGC,AKT,AKT,AKT3
ALK,149.5,156,KEA3,0.4228571428571429,2,TK,ALK,ALK,ALK
ARAF,86,73,KEA3,0.7371428571428571,3,TKL,RAF,RAF,ARAF
ATM,102,92,KEA3,0.6685714285714286,3,ATYPICAL,PIKK,ATM,ATM
ATR,82.33333333333333,68,KEA3,0.7628571428571429,4,ATYPICAL,PIKK,ATR,ATR
AURKA,123,115,KEA3,0.5914285714285714,3,OTHER,AUR,AUR,AURKA
AURKB,91.66666666666667,80,KEA3,0.7085714285714285,3,OTHER,AUR,AUR,AURKB
AURKC,185.5,182,KEA3,0.33714285714285713,2,OTHER,AUR,AUR,AURKC
AXL,193.5,190,KEA3,0.31142857142857144,2,TK,AXL,AXL,AXL
BLK,256,228,KEA3,0.18571428571428572,1,TK,SRC,SRCB,BLK
BMP2K,324,280,KEA3,0.037142857142857144,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,145,147,KEA3,0.4685714285714286,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,107,97,KEA3,0.6485714285714286,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,145.5,148,KEA3,0.4657142857142857,2,TKL,STKR,TYPE2,BMPR2
BMX,134,131,KEA3,0.5257142857142857,3,TK,TEC,TEC,BMX
BRAF,52,32,KEA3,0.9,4,TKL,RAF,RAF,BRAF
BRSK1,115.66666666666666,108,KEA3,0.6142857142857143,3,CAMK,CAMKL,BRSK,BRSK1
BRSK2,301,262,KEA3,0.08857142857142856,1,CAMK,CAMKL,BRSK,BRSK2
BTK,90.66666666666667,78,KEA3,0.7171428571428572,3,TK,TEC,TEC,BTK
BUB1,147.5,152,KEA3,0.44571428571428573,2,OTHER,BUB,BUB,BUB1
CAMK1,136.33333333333334,134,KEA3,0.5171428571428571,3,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,239,214,KEA3,0.2342857142857143,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,48.666666666666664,28,KEA3,0.9142857142857143,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,115.5,107,KEA3,0.6171428571428571,3,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,88,74,KEA3,0.7342857142857143,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,55,35,KEA3,0.8914285714285715,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,73,59,KEA3,0.8,4,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,150.66666666666666,158,KEA3,0.4114285714285714,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,141,141,KEA3,0.49142857142857144,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,276,242,KEA3,0.1457142857142857,1,AGC,DMPK,GEK,CDC42BPA
CDC7,191,188,KEA3,0.3171428571428571,2,OTHER,CDC7,CDC7,CDC7
CDK1,31.5,14,KEA3,0.96,4,CMGC,CDK,CDC2,CDK1
CDK11A,331,285,KEA3,0.022857142857142857,1,CMGC,CDK,CDK11,CDK11A
CDK11A,331,285,KEA3,0.022857142857142857,1,NA,NA,NA,CDK11A
