Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,0,20,PTM-SEA,0,1,TK,FAK,FAK,PTK2
MAP2K7,0,20,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,-8.429982766753671,11,PTM-SEA,0.6857142857142857,3,TK,JAKA,JAKA,JAK2
MAP3K6,0,20,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,3.7086817118635236,18,PTM-SEA,0.4857142857142857,2,TK,ABL,ABL,ABL1
EGFR,-5.876334869586712,15,PTM-SEA,0.5714285714285714,3,TK,EGFR,EGFR,EGFR
INSR,6.512529581158202,13,PTM-SEA,0.6285714285714286,3,TK,INSR,INSR,INSR
LCK,15.716567609966608,9,PTM-SEA,0.7428571428571429,3,TK,SRC,SRCB,LCK
FYN,-32.1937858921972,4,PTM-SEA,0.8857142857142857,4,TK,SRC,SRCA,FYN
LYN,4.636071637716987,17,PTM-SEA,0.5142857142857142,3,TK,SRC,SRCB,LYN
RET,22.602206971658074,6,PTM-SEA,0.8285714285714286,4,TK,RET,RET,RET
IGF1R,0,20,PTM-SEA,0,1,TK,INSR,INSR,IGF1R
MET,0,20,PTM-SEA,0,1,TK,MET,MET,MET
HCK,35.65265685019391,3,PTM-SEA,0.9142857142857143,4,TK,SRC,SRCB,HCK
PDGFRB,-40.00658405271012,2,PTM-SEA,0.9714285714285714,4,TK,PDGFR,PDGFR,PDGFRB
SRC,2.371037343965916,19,PTM-SEA,0.45714285714285713,2,TK,SRC,SRCA,SRC
FLT1,0,20,PTM-SEA,0,1,TK,VEGFR,VEGFR,FLT1
JAK1,43.535530314934505,1,PTM-SEA,1,4,TK,JAKA,JAKA,JAK1
TYK2,0,20,PTM-SEA,0,1,TK,JAKA,JAKA,TYK2
KDR,24.149714742169955,5,PTM-SEA,0.8571428571428571,4,TK,VEGFR,VEGFR,KDR
MAP2K2,0,20,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K2
CSK,21.653941499392783,7,PTM-SEA,0.8,4,TK,CSK,CSK,CSK
MATK,0,20,PTM-SEA,0,1,TK,CSK,CSK,MATK
ZAP70,35.65265685019391,3,PTM-SEA,0.9142857142857143,4,TK,SYK,SYK,ZAP70
SYK,-7.751024182253412,12,PTM-SEA,0.6571428571428571,3,TK,SYK,SYK,SYK
MAP2K4,13.976375354084187,10,PTM-SEA,0.7142857142857143,3,STE,STE7,MEK4,MAP2K4
MAP2K3,0,20,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
MAP2K6,0,20,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
EPHA4,0,20,PTM-SEA,0,1,TK,EPH,EPH,EPHA4
MAP2K1,5.904533359684349,14,PTM-SEA,0.6,3,STE,STE7,MEK1,MAP2K1
ITK,-4.845748699115536,16,PTM-SEA,0.5428571428571428,3,TK,TEC,TEC,ITK
DYRK1A,0,20,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PTK6,17.770934830483164,8,PTM-SEA,0.7714285714285715,4,TK,SRC,SRM,PTK6
ERBB4,0,20,PTM-SEA,0,1,TK,EGFR,EGFR,ERBB4
MAP3K5,0,20,PTM-SEA,0,1,STE,STE11,ASK,MAP3K5
ALK,0,20,PTM-SEA,0,1,TK,ALK,ALK,ALK
AAK1,303,278,KEA3,0.08285714285714285,1,OTHER,NAK,BIKE,AAK1
ABL1,30.666666666666668,17,KEA3,0.9542857142857143,4,TK,ABL,ABL,ABL1
ABL2,88.33333333333333,80,KEA3,0.7428571428571429,3,TK,ABL,ABL,ABL2
ACVR1,145,165,KEA3,0.44857142857142857,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,194.5,218,KEA3,0.28285714285714286,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,3,1,KEA3,1,4,TKL,STKR,TYPE2,ACVR2B
AKT1,70.66666666666667,55,KEA3,0.8342857142857143,4,AGC,AKT,AKT,AKT1
AKT2,121.33333333333333,130,KEA3,0.5657142857142857,3,AGC,AKT,AKT,AKT2
AKT3,149,169,KEA3,0.43714285714285717,2,AGC,AKT,AKT,AKT3
ALK,60.5,46,KEA3,0.8628571428571429,4,TK,ALK,ALK,ALK
ARAF,29.5,14,KEA3,0.9628571428571429,4,TKL,RAF,RAF,ARAF
ATM,90.66666666666667,85,KEA3,0.7228571428571429,3,ATYPICAL,PIKK,ATM,ATM
ATR,106.66666666666666,109,KEA3,0.6371428571428571,3,ATYPICAL,PIKK,ATR,ATR
