Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-51.650702567733795,10,PTM-SEA,0.8360655737704918,4,AGC,SGK,SGK,SGK1
PIK3C2A,0,41,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,8.133183734585264,36,PTM-SEA,0.32786885245901637,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,-81.41538653964766,4,PTM-SEA,0.9344262295081968,4,OTHER,AUR,AUR,AURKA
DAPK3,0,41,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,22.50946630135057,25,PTM-SEA,0.5245901639344263,3,AGC,RSK,MSK,RPS6KA5
CHEK2,0,41,PTM-SEA,0,1,CAMK,RAD53,RAD53,CHEK2
RAF1,28.43879968808976,20,PTM-SEA,0.6229508196721312,3,TKL,RAF,RAF,RAF1
PRKCB,65.54283636135968,7,PTM-SEA,0.8852459016393442,4,AGC,PKC,ALPHA,PRKCB
CDK1,-19.979483155938187,27,PTM-SEA,0.4918032786885246,2,CMGC,CDK,CDC2,CDK1
ARAF,-19.848008469900776,28,PTM-SEA,0.45901639344262296,2,TKL,RAF,RAF,ARAF
PIM1,12.623395328698669,32,PTM-SEA,0.39344262295081966,2,CAMK,PIM,PIM,PIM1
CDK4,-81.54801480498709,3,PTM-SEA,0.9508196721311475,4,CMGC,CDK,CDK4,CDK4
SRC,0,41,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-19.848008469900776,28,PTM-SEA,0.45901639344262296,2,TKL,RAF,RAF,BRAF
PRKCA,43.61512128657526,13,PTM-SEA,0.7868852459016393,4,AGC,PKC,ALPHA,PRKCA
PRKACA,7.306806174452707,37,PTM-SEA,0.3114754098360656,2,AGC,PKA,PKA,PRKACA
PRKACG,30.587787671052624,18,PTM-SEA,0.6557377049180327,3,AGC,PKA,PKA,PRKACG
PRKACB,30.587787671052624,18,PTM-SEA,0.6557377049180327,3,AGC,PKA,PKA,PRKACB
