Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-16.598890225564816,34,PTM-SEA,0.3770491803278688,2,AGC,SGK,SGK,SGK1
PIK3C2A,0,41,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,34.67998306158738,15,PTM-SEA,0.7540983606557377,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,60.06443318142051,7,PTM-SEA,0.8852459016393442,4,OTHER,AUR,AUR,AURKA
DAPK3,0,41,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,22.848409650006662,26,PTM-SEA,0.5737704918032787,3,AGC,RSK,MSK,RPS6KA5
CHEK2,0,41,PTM-SEA,0,1,CAMK,RAD53,RAD53,CHEK2
RAF1,-20.946468319872277,30,PTM-SEA,0.45901639344262296,2,TKL,RAF,RAF,RAF1
PRKCB,5.006870055531412,40,PTM-SEA,0.26229508196721313,2,AGC,PKC,ALPHA,PRKCB
CDK1,53.08686568240958,8,PTM-SEA,0.8688524590163934,4,CMGC,CDK,CDC2,CDK1
ARAF,-19.331279504395617,32,PTM-SEA,0.4098360655737705,2,TKL,RAF,RAF,ARAF
PIM1,-20.859966988180233,31,PTM-SEA,0.4426229508196721,2,CAMK,PIM,PIM,PIM1
CDK4,66.26127219685088,6,PTM-SEA,0.9016393442622951,4,CMGC,CDK,CDK4,CDK4
SRC,0,41,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-19.331279504395617,32,PTM-SEA,0.4098360655737705,2,TKL,RAF,RAF,BRAF
PRKCA,28.01674377971535,23,PTM-SEA,0.6229508196721312,3,AGC,PKC,ALPHA,PRKCA
PRKACA,-33.059276166280505,17,PTM-SEA,0.7213114754098361,3,AGC,PKA,PKA,PRKACA
PRKACG,-22.613665349185588,28,PTM-SEA,0.4918032786885246,2,AGC,PKA,PKA,PRKACG
PRKACB,-22.613665349185588,28,PTM-SEA,0.4918032786885246,2,AGC,PKA,PKA,PRKACB
RPS6KB1,-17.62354794518029,33,PTM-SEA,0.39344262295081966,2,AGC,RSK,P70,RPS6KB1
CDK2,67.78656559918302,5,PTM-SEA,0.9180327868852459,4,CMGC,CDK,CDC2,CDK2
MAPK3,-45.599262021422376,10,PTM-SEA,0.8360655737704918,4,CMGC,MAPK,ERK1,MAPK3
MAPK1,-37.743334929332484,14,PTM-SEA,0.7704918032786885,4,CMGC,MAPK,ERK1,MAPK1
AKT1,-24.906539908628062,24,PTM-SEA,0.6065573770491803,3,AGC,AKT,AKT,AKT1
AKT2,-30.60773832260417,21,PTM-SEA,0.6557377049180327,3,AGC,AKT,AKT,AKT2
MAP3K8,-14.156901782707877,36,PTM-SEA,0.32786885245901637,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,-22.613665349185588,28,PTM-SEA,0.4918032786885246,2,AGC,PKC,IOTA,PRKCI
MTOR,0,41,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,41,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,-14.156901782707877,36,PTM-SEA,0.32786885245901637,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-83.13755036590813,3,PTM-SEA,0.9508196721311475,4,CMGC,GSK,GSK,GSK3B
CDK9,101,1,PTM-SEA,0.9836065573770492,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,6.358470546965116,38,PTM-SEA,0.29508196721311475,2,AGC,RSK,RSK,RPS6KA3
NEK2,0,41,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,0,41,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-34.0575306391745,16,PTM-SEA,0.7377049180327869,3,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,0,41,PTM-SEA,0,1,CMGC,CK2,CK2,CSNK2A1
ATM,0,41,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,47.97930347569988,9,PTM-SEA,0.8524590163934426,4,OTHER,AUR,AUR,AURKB
CDK3,0,41,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,101,1,PTM-SEA,0.9836065573770492,4,CMGC,CDK,CDK4,CDK6
CDK5,91.17496917955242,2,PTM-SEA,0.9672131147540983,4,CMGC,CDK,CDK5,CDK5
PRKCE,-32.47830796492828,18,PTM-SEA,0.7049180327868853,3,AGC,PKC,ETA,PRKCE
PRKCQ,31.962043832130146,19,PTM-SEA,0.6885245901639344,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,6.294565266288608,39,PTM-SEA,0.2786885245901639,2,AGC,PKC,IOTA,PRKCZ
PRKCD,-30.522989003103653,22,PTM-SEA,0.639344262295082,3,AGC,PKC,DELTA,PRKCD
PRKAA1,11.075672024914793,37,PTM-SEA,0.3114754098360656,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-22.654567996982536,27,PTM-SEA,0.5573770491803278,3,STE,STE20,PAKA,PAK1
PRKG2,15.997639564502755,35,PTM-SEA,0.36065573770491804,2,AGC,PKG,PKG,PRKG2
ROCK1,0,41,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
DYRK1A,0,41,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
